,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
319,916455170,Two_Story_1946_and_Newer,Residential_Low_Density,80,11316,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Good,Average,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,193,817,GasA,Excellent,Y,SBrkr,824,1070,0,1894,1,0,2,1,4,1,Good,8,Typ,1,Good,BuiltIn,2002.0,Fin,2,510,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,2,2010,WD ,Normal,-93.647645,41.995489,214900
320,916475110,Two_Story_1946_and_Newer,Residential_Low_Density,85,14191,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,967,967,GasA,Excellent,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,Good,9,Typ,0,No_Fireplace,Attchd,2002.0,Fin,2,431,Typical,Typical,Paved,135,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,-93.646814,41.99435,202900
321,921128020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,89,13214,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Excellent,Average,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0,Excellent,Typical,PConc,Excellent,Typical,Gd,Unf,7,Unf,0,2002,2002,GasA,Excellent,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,Excellent,10,Typ,1,Good,Attchd,2009.0,Fin,3,746,Typical,Typical,Paved,144,76,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,-93.652495,41.992989,378500
323,923202105,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93,10114,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Average,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Excellent,Typical,Av,Unf,7,Unf,0,1430,1430,GasA,Excellent,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2004.0,RFn,2,624,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2010,WD ,Normal,-93.608372,41.990934,173500
324,923204150,Duplex_All_Styles_and_Ages,Residential_Low_Density,94,9400,Pave,No_Alley_Access,Regular,Low,AllPub,Corner,Gtl,Mitchell,Norm,Norm,Duplex,Two_Story,Above_Average,Average,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0,Typical,Typical,CBlock,Typical,Typical,Av,Unf,7,Unf,0,912,912,GasA,Typical,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,Typical,8,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,128,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,-93.60762199999999,41.993253,139000
325,923205015,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11875,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Average,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1344,1344,GasA,Excellent,Y,SBrkr,1344,0,0,1344,0,0,2,0,3,1,Typical,7,Typ,1,Good,Attchd,2001.0,Unf,2,686,Typical,Typical,Paved,328,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,-93.608223,41.991004,166500
327,923225390,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,31,2394,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Mod,Meadow_Village,Norm,Norm,Twnhs,One_Story,Average,Above_Average,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Good,Typical,Gd,GLQ,3,Unf,0,30,945,GasA,Excellent,Y,SBrkr,945,0,0,945,1,1,1,0,2,1,Typical,5,Typ,1,Poor,Attchd,1973.0,RFn,1,253,Typical,Typical,Paved,174,0,56,0,108,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,-93.604318,41.991758000000004,119500
329,923226250,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1476,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,Two_Story,Below_Average,Good,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Unf,0,370,546,GasA,Excellent,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,200,26,0,0,0,0,No_Pool,No_Fence,None,0,3,2010,WD ,Normal,-93.603435,41.992212,76000
330,923226320,PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,21,1491,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,SFoyer,Below_Average,Above_Average,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Good,Typical,Av,LwQ,4,GLQ,480,0,630,GasA,Excellent,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Typical,3,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,96,24,0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,-93.60359,41.992119,75500
331,923228270,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,Two_Story,Below_Average,Below_Average,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,546,546,GasA,Excellent,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,-93.60180600000001,41.9917,88250
332,923228370,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1890,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,Two_Story,Below_Average,Above_Average,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,252,546,GasA,Typical,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1972.0,Unf,1,286,Typical,Typical,Paved,0,0,64,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,-93.603398,41.991824,85500
334,923251080,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,26142,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Good,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,189,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,595,1188,GasA,Typical,Y,SBrkr,1188,0,0,1188,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1962.0,Unf,1,312,Typical,Typical,Partial_Pavement,261,39,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,-93.60685600000001,41.988729,157900
335,923276030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,12887,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Good,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Good,Typical,Mn,Rec,6,GLQ,590,36,833,GasA,Typical,Y,SBrkr,833,0,0,833,1,0,1,0,2,1,Good,5,Typ,0,No_Fireplace,Attchd,1984.0,Unf,2,495,Typical,Typical,Paved,431,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2010,WD ,Normal,-93.6035354,41.98893579999999,149900
338,924100050,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,68,10544,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Mod,Mitchell,Norm,Norm,OneFam,One_and_Half_Fin,Average,Average,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,Av,BLQ,2,Unf,0,388,864,GasA,Typical,Y,SBrkr,864,615,0,1479,0,0,2,0,5,1,Typical,8,Typ,0,No_Fireplace,Attchd,1969.0,Fin,1,275,Typical,Typical,Paved,287,0,280,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,-93.599791,41.9913,161000
341,526302110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,13008,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Fair,Fair,No,Rec,6,Unf,0,318,882,GasA,Typical,Y,SBrkr,882,0,0,882,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1956.0,Unf,1,502,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.6188955,42.053036299999995,124500
342,526351100,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,440,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,Unf,0,590,1434,GasA,Typical,Y,SBrkr,1434,0,0,1434,1,0,2,0,4,1,Typical,7,Typ,1,Good,Attchd,1974.0,RFn,2,528,Typical,Typical,Paved,80,21,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.619562,42.051390000000005,157000
343,526355080,Split_or_Multilevel,Residential_Low_Density,75,13860,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Very_Good,Good,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0,Good,Typical,CBlock,Good,Typical,Gd,GLQ,3,Unf,0,542,1952,GasA,Good,Y,SBrkr,2000,704,0,2704,1,0,2,1,4,1,Excellent,9,Typ,3,Typical,Attchd,1972.0,Fin,2,538,Typical,Typical,Paved,269,111,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2009,WD ,Normal,-93.615524,42.049322,345000
349,527127100,One_Story_PUD_1946_and_Newer,Residential_Low_Density,28,7296,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,243,2208,GasA,Excellent,Y,SBrkr,2522,0,0,2522,1,0,2,0,1,1,Good,8,Typ,1,Good,Attchd,2004.0,Fin,2,564,Typical,Typical,Paved,182,57,0,0,0,0,No_Pool,No_Fence,None,0,11,2009,WD ,Normal,-93.634265,42.062903000000006,375000
350,527131030,One_Story_PUD_1946_and_Newer,Residential_Low_Density,40,5664,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,343,1501,GasA,Excellent,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,Excellent,5,Typ,1,Excellent,Attchd,2000.0,Fin,2,499,Typical,Typical,Paved,212,59,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.633739,42.061981,278000
351,527132090,One_Story_PUD_1946_and_Newer,Residential_Low_Density,61,7380,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Very_Good,Average,1998,1998,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,1077,1418,GasA,Excellent,Y,SBrkr,1478,0,0,1478,1,0,2,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1998.0,Fin,2,495,Typical,Typical,Paved,168,43,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.633547,42.061633,240000
352,527146010,One_Story_PUD_1946_and_Newer,Residential_Low_Density,57,8013,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,846,1587,GasA,Excellent,Y,SBrkr,1734,0,0,1734,1,0,2,0,2,1,Good,6,Typ,0,No_Fireplace,Attchd,1995.0,RFn,2,528,Typical,Typical,Paved,52,50,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,-93.633024,42.061178000000005,239500
353,527161040,Split_or_Multilevel,Residential_Low_Density,57,8923,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,SLvl,Good,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,195,384,GasA,Good,Y,SBrkr,751,631,0,1382,0,0,2,1,3,1,Typical,7,Typ,1,Typical,BuiltIn,1998.0,Fin,2,396,Typical,Typical,Paved,256,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Normal,-93.63920999999999,42.059283,177500
355,527162120,Two_Story_1946_and_Newer,Residential_Low_Density,60,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,476,952,GasA,Good,Y,SBrkr,952,684,0,1636,1,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1998.0,Fin,2,440,Typical,Typical,Paved,0,84,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.63906899999999,42.059160999999996,191000
356,527163040,Two_Story_1946_and_Newer,Residential_Low_Density,59,7837,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,799,799,GasA,Good,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1993.0,RFn,2,380,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,-93.636955,42.058274,178000
357,527163070,Two_Story_1946_and_Newer,Residential_Low_Density,0,9765,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Very_Good,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Excellent,Good,PConc,Good,Good,No,ALQ,1,Unf,0,370,680,GasA,Good,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,Typical,6,Typ,1,Typical,BuiltIn,1993.0,Fin,2,420,Typical,Typical,Paved,232,63,0,0,0,0,No_Pool,No_Fence,Shed,480,4,2009,WD ,Normal,-93.637046,42.058059,185000
358,527163130,Two_Story_1946_and_Newer,Residential_Low_Density,0,8803,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,107,707,GasA,Good,Y,SBrkr,707,809,0,1516,1,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,1994.0,Fin,2,409,Typical,Typical,Paved,0,46,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.637671,42.059645,181316
359,527164020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,58,7250,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Above_Average,Average,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1181,1181,GasA,Excellent,Y,SBrkr,1190,0,0,1190,0,0,2,0,3,1,Good,6,Typ,1,Typical,Attchd,1993.0,Unf,2,430,Typical,Typical,Paved,0,21,0,0,0,0,No_Pool,No_Fence,None,0,11,2009,WD ,Normal,-93.635824,42.058194,166000
361,527164090,Two_Story_1946_and_Newer,Residential_Low_Density,65,8125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,702,702,GasA,Good,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,1994.0,Fin,2,343,Typical,Typical,Paved,0,36,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,-93.636822,42.058173,174000
362,527165130,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9248,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,598,1158,GasA,Good,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,1992.0,RFn,2,400,Typical,Typical,Paved,120,26,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.63604699999999,42.057854,173000
364,527180100,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,99,11851,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Good,Average,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1424,1424,GasA,Excellent,Y,SBrkr,1442,0,0,1442,0,0,2,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1990.0,RFn,2,500,Typical,Typical,Paved,0,34,0,508,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,-93.634644,42.058747,180500
365,527182110,One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,5814,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0,Good,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,184,1220,GasA,Good,Y,SBrkr,1360,0,0,1360,1,0,1,0,1,1,Good,4,Typ,1,Excellent,Attchd,1984.0,RFn,2,565,Typical,Typical,Paved,63,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,COD,Abnorml,-93.633245,42.059242,187500
366,527214050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,17423,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Excellent,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748,Excellent,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0,312,2216,GasA,Excellent,Y,SBrkr,2234,0,0,2234,1,0,2,0,1,1,Excellent,9,Typ,1,Good,Attchd,2009.0,Fin,3,1166,Typical,Typical,Paved,0,60,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,New,Partial,-93.627751,42.060265,501837
368,527258020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,124,16158,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Mod,Stone_Brook,Norm,Norm,OneFam,One_Story,Good,Average,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16,Good,Typical,PConc,Excellent,Typical,Av,ALQ,1,Unf,0,256,1530,GasA,Excellent,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2005.0,Fin,2,430,Typical,Typical,Paved,168,36,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.629357,42.058439,260000
369,527276160,Two_Story_1946_and_Newer,Residential_Low_Density,85,11900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Average,Above_Average,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157,Typical,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,722,1122,GasA,Excellent,Y,SBrkr,946,988,0,1934,1,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,1977.0,Unf,2,567,Typical,Typical,Partial_Pavement,0,176,0,0,200,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.623975,42.056796000000006,185000
370,527301320,Two_Story_1946_and_Newer,Residential_Low_Density,94,13005,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Good,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278,Good,Typical,CBlock,Good,Typical,No,GLQ,3,Unf,0,153,845,GasA,Typical,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Excellent,10,Typ,1,Typical,Attchd,1983.0,RFn,2,484,Typical,Typical,Paved,288,195,0,0,0,0,No_Pool,Good_Privacy,None,0,8,2009,WD ,Normal,-93.637343,42.053532000000004,260000
371,527302175,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,48,17043,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Good,CBlock,Good,Fair,No,Unf,7,Unf,0,1362,1362,GasA,Typical,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,1979.0,Unf,2,435,Typical,Typical,Paved,192,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,-93.636512,42.055408,181000
372,527326040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,11900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Average,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209,Typical,Good,CBlock,Typical,Typical,No,ALQ,1,Unf,0,564,1386,GasA,Typical,Y,SBrkr,1411,0,0,1411,0,0,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,1977.0,Fin,2,544,Typical,Typical,Paved,192,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Family,-93.635056,42.055081,82500
373,527326150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,16635,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126,Good,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,356,1602,GasA,Good,Y,SBrkr,1602,0,0,1602,0,1,2,0,3,1,Good,8,Typ,1,Typical,Attchd,1977.0,Fin,2,529,Typical,Typical,Paved,240,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.632417,42.055572,215000
375,527353020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10928,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1978,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,101,Typical,Typical,PConc,Typical,Typical,No,LwQ,4,Unf,0,1064,1427,GasA,Typical,Y,SBrkr,1671,0,0,1671,0,0,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,1978.0,RFn,2,484,Typical,Typical,Paved,252,55,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,-93.63745,42.052507,200000
376,527353060,Two_Story_1946_and_Newer,Residential_Low_Density,0,12388,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Good,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,441,1043,GasA,Typical,Y,SBrkr,1539,1134,0,2673,0,0,2,1,4,1,Good,9,Typ,1,Typical,BuiltIn,1980.0,RFn,2,441,Typical,Typical,Paved,178,84,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,-93.638366,42.052102000000005,249000
